Batch Number,B2500343,,,,,,
Category,Pet Food,,,,,,
Specie,Dog,,,,,,
Family,Healthcare,,,,,,
Brand,PETFLAKES,,,,,,
Product Code,DDF100001,,,,,,
Product name,PETFLAKES Maintenance - Adult Dog 10 Kg,,,,,,
NIR-Code,M20260202-00091,,,,,,
FileTitle:,IAS_Spectrum,,,,,,
Head:,Reference,Sample,,,,,
1413,0.4780936,2351854.205,782198.1719,,,,
1414,0.48390151,2351450.381,771674.79,,,,
1415,0.48971408,2351167.24,761323.8598,,,,
1416,0.49551824,2350974.494,751155.1936,,,,
1417,0.50130056,2350841.962,741178.5979,,,,
1418,0.50704724,2350739.461,731403.8796,,,,
1419,0.51274408,2350636.809,721840.8452,,,,
1420,0.51837652,2350503.823,712499.3014,,,,
1421,0.5239296,2350310.321,703389.055,,,,
1422,0.52938799,2350026.121,694519.9126,,,,
1423,0.53473733,2349625.383,685900.7782,,,,
1424,0.53996941,2349102.629,677536.3236,,,,
1425,0.5450777,2348458.346,669429.9812,,,,
1426,0.55005554,2347693.019,661585.1835,,,,
1427,0.55489609,2346807.134,654005.3627,,,,
1428,0.5595924,2345801.177,646693.9512,,,,
1429,0.56413739,2344675.635,639654.3813,,,,
1430,0.56852388,2343430.993,632890.0853,,,,
1431,0.57274462,2342067.735,626404.4417,,,,
1432,0.57679498,2340586.15,620196.9857,,,,
1433,0.58067478,2338986.213,614260.9103,,,,
1434,0.58438452,2337267.865,608588.8157,,,,
1435,0.58792494,2335431.049,603173.3018,,,,
1436,0.59129704,2333475.708,598006.9688,,,,
1437,0.59450208,2331401.784,593082.4168,,,,
1438,0.59754156,2329209.22,588392.2458,,,,
1439,0.60041725,2326897.96,583929.0559,,,,
1440,0.6031313,2324468.029,579685.2929,,,,
1441,0.60568747,2321920.345,575651.7722,,,,
1442,0.60809068,2319256.359,571818.3294,,,,
1443,0.61034613,2316477.53,568174.7866,,,,
1444,0.6124593,2313585.318,564710.9659,,,,
1445,0.61443591,2310581.182,561416.6897,,,,
1446,0.61628197,2307466.58,558281.78,,,,
1447,0.61800368,2304242.971,555296.059,,,,
1448,0.61960751,2300911.814,552449.349,,,,
1449,0.62109981,2297473.17,549731.523,,,,
1450,0.62248622,2293922.914,547132.6067,,,,
1451,0.62377241,2290256.14,544642.6543,,,,
1452,0.62496418,2286467.944,542251.7197,,,,
1453,0.62606752,2282553.42,539949.8571,,,,
1454,0.62708855,2278507.662,537727.1206,,,,
1455,0.62803354,2274325.766,535573.5643,,,,
1456,0.62890887,2270002.826,533479.2423,,,,
1457,0.62972093,2265534.108,531434.4148,,,,
1458,0.63047338,2260918.438,529433.6193,,,,
1459,0.63116728,2256158.001,527475.4275,,,,
1460,0.63180359,2251255.11,525558.5687,,,,
1461,0.6323833,2246212.082,523681.7724,,,,
1462,0.63290741,2241031.23,521843.7678,,,,
1463,0.63337692,2235714.87,520043.2842,,,,
1464,0.63379288,2230265.318,518279.051,,,,
1465,0.63415631,2224684.887,516549.7975,,,,
1466,0.63446856,2218975.32,514853.7849,,,,
1467,0.63473224,2213135.854,513187.2238,,,,
1468,0.63495032,2207165.037,511545.7632,,,,
1469,0.63512581,2201061.418,509925.0525,,,,
1470,0.63526178,2194823.548,508320.7408,,,,
1471,0.63536131,2188449.975,506728.4774,,,,
1472,0.63542753,2181939.249,505143.9114,,,,
1473,0.6354636,2175289.919,503562.692,,,,
1474,0.63547265,2168500.55,501980.5425,,,,
1475,0.63545596,2161570.178,500395.4862,,,,
1476,0.63541256,2154498.394,498808.2366,,,,
1477,0.63534136,2147284.818,497219.6602,,,,
1478,0.63524125,2139929.072,495630.6232,,,,
1479,0.63511108,2132430.776,494041.992,,,,
1480,0.63494969,2124789.553,492454.633,,,,
1481,0.63475592,2117005.022,490869.4125,,,,
1482,0.63452854,2109076.806,489287.1969,,,,
1483,0.63426652,2101004.914,487708.7535,,,,
1484,0.63396959,2092791.263,486134.3672,,,,
1485,0.63363775,2084438.344,484564.1758,,,,
1486,0.63327099,2075948.652,482998.3174,,,,
1487,0.63286929,2067324.681,481436.9298,,,,
1488,0.63243263,2058568.924,479880.1508,,,,
1489,0.63196097,2049683.875,478328.1184,,,,
1490,0.6314543,2040672.028,476780.9705,,,,
1491,0.63091258,2031535.953,475238.849,,,,
1492,0.63033615,2022280.437,473702.0174,,,,
1493,0.62972576,2012912.777,472170.8762,,,,
1494,0.62908221,2003440.401,470645.8332,,,,
1495,0.6284063,1993870.738,469127.2963,,,,
1496,0.62769884,1984211.217,467615.6732,,,,
1497,0.62696068,1974469.268,466111.3718,,,,
1498,0.62619267,1964652.321,464614.8,,,,
1499,0.62539567,1954767.804,463126.3655,,,,
1500,0.62457089,1944821.931,461645.8636,,,,
1501,0.62372078,1934816.029,460170.627,,,,
1502,0.62284812,1924750.2,458697.37,,,,
1503,0.62195574,1914624.544,457222.8068,,,,
1504,0.62104648,1904439.161,455743.6517,,,,
1505,0.62012323,1894194.151,454256.6188,,,,
1506,0.61918891,1883889.616,452758.4225,,,,
1507,0.61824649,1873525.655,451245.777,,,,
1508,0.61729888,1863102.4,449715.4887,,,,
1509,0.61634764,1852620.486,448165.9142,,,,
1510,0.61539321,1842080.971,446596.6971,,,,
1511,0.614436,1831484.925,445007.5197,,,,
1512,0.61347642,1820833.416,443398.0645,,,,
1513,0.6125149,1810127.514,441768.014,,,,
1514,0.61155187,1799368.289,440117.0507,,,,
1515,0.61058776,1788556.81,438444.8568,,,,
1516,0.60962302,1777694.148,436751.1134,,,,
1517,0.60865873,1766781.842,435035.0007,,,,
1518,0.60769745,1755822.552,433294.4947,,,,
1519,0.60674204,1744819.108,431527.394,,,,
1520,0.60579538,1733774.337,429731.4969,,,,
1521,0.60486044,1722691.065,427904.6021,,,,
1522,0.60394023,1711572.121,426044.508,,,,
1523,0.60303783,1700420.333,424149.0131,,,,
1524,0.60215638,1689238.528,422215.916,,,,
1525,0.60129868,1678029.755,420243.4712,,,,
1526,0.6004646,1666798.673,418233.2413,,,,
1527,0.59965266,1655550.649,416188.2475,,,,
1528,0.59886138,1644291.053,414111.5175,,,,
1529,0.59808928,1633025.256,412006.079,,,,
1530,0.59733483,1621758.629,409874.9596,,,,
1531,0.59659652,1610496.541,407721.1869,,,,
1532,0.59587279,1599244.364,405547.7886,,,,
1533,0.59516212,1588007.426,403357.749,,,,
1534,0.59446391,1576789.978,401152.9058,,,,
1535,0.59377855,1565595.1,398933.8596,,,,
1536,0.59310654,1554425.819,396701.1496,,,,
1537,0.59244837,1543285.159,394455.315,,,,
1538,0.59180455,1532176.144,392196.8949,,,,
1539,0.59117561,1521101.8,389926.4286,,,,
1540,0.59056211,1510065.151,387644.4553,,,,
1541,0.58996462,1499069.217,385351.5137,,,,
1542,0.58938336,1488115.355,383048.0355,,,,
1543,0.58881768,1477200.892,380734.1922,,,,
1544,0.58826678,1466322.557,378410.1165,,,,
1545,0.58772982,1455477.076,376075.9411,,,,
1546,0.58720595,1444661.178,373731.7988,,,,
1547,0.58669429,1433871.59,371377.8224,,,,
1548,0.58619394,1423105.041,369014.1447,,,,
1549,0.58570396,1412358.257,366640.8984,,,,
1550,0.58522356,1401628.549,364258.235,,,,
1551,0.58475274,1390916.317,361866.4056,,,,
1552,0.5842918,1380222.981,359465.6944,,,,
1553,0.58384108,1369549.965,357056.3852,,,,
1554,0.58340088,1358898.688,354638.7623,,,,
1555,0.58297154,1348270.574,352213.1095,,,,
1556,0.58255341,1337667.043,349779.7111,,,,
1557,0.58214686,1327089.518,347338.8509,,,,
1558,0.58175215,1316539.253,344890.8456,,,,
1559,0.5813685,1306015.672,342436.3715,,,,
1560,0.58099446,1295517.06,339976.3283,,,,
1561,0.58062849,1285041.682,337511.619,,,,
1562,0.58026902,1274587.806,335043.1468,,,,
1563,0.57991444,1264153.699,332571.8147,,,,
1564,0.57956308,1253737.627,330098.5259,,,,
1565,0.57921321,1243337.858,327624.1834,,,,
1566,0.57886303,1232952.668,325149.7154,,,,
1567,0.57850997,1222580.576,322676.6379,,,,
1568,0.57815066,1212220.344,320207.0611,,,,
1569,0.57778161,1201870.743,317743.1214,,,,
1570,0.57739918,1191530.547,315286.9551,,,,
1571,0.57699965,1181198.527,312840.6989,,,,
1572,0.57657917,1170873.456,310406.4889,,,,
1573,0.57613377,1160554.106,307986.4618,,,,
1574,0.57565938,1150239.26,305582.7322,,,,
1575,0.57515363,1139928.247,303196.2915,,,,
1576,0.57461676,1129621.195,300826.486,,,,
1577,0.57404923,1119318.296,298472.5308,,,,
1578,0.57345153,1109019.74,296133.641,,,,
1579,0.57282415,1098725.72,293809.032,,,,
1580,0.57216761,1088436.427,291497.9188,,,,
1581,0.57148245,1078152.054,289199.5167,,,,
1582,0.57076923,1067872.804,286913.0462,,,,
1583,0.57002826,1057600.405,284638.3074,,,,
1584,0.56925938,1047339.464,282376.1994,,,,
1585,0.56846238,1037094.911,280127.744,,,,
1586,0.56763706,1026871.674,277893.9626,,,,
1587,0.56678324,1016674.683,275675.8769,,,,
1588,0.56590076,1006508.868,273474.5085,,,,
1589,0.56498944,996379.1573,271290.879,,,,
1590,0.56404917,986290.4599,269126.0034,,,,
1591,0.56308012,976243.8977,266979.6801,,,,
1592,0.56208313,966232.4197,264849.0812,,,,
1593,0.56105912,956247.9104,262731.0369,,,,
1594,0.56000899,946282.2543,260622.3774,,,,
1595,0.55893367,936327.3358,258519.9329,,,,
1596,0.55783405,926375.0393,256420.5335,,,,
1597,0.55671102,916417.2493,254321.0095,,,,
1598,0.55556546,906445.8774,252218.1953,,,,
1599,0.55439924,896457.5512,250109.6741,,,,
1600,0.55321636,886458.9584,247994.6261,,,,
1601,0.5520213,876458.0793,245872.4367,,,,
1602,0.55081872,866462.8938,243742.4913,,,,
1603,0.54961349,856481.3822,241604.1753,,,,
1604,0.5484107,846521.5245,239456.874,,,,
1605,0.54721566,836591.3008,237299.9728,,,,
1606,0.5460339,826698.6578,235132.8646,,,,
1607,0.54486816,816848.3243,232955.6557,,,,
1608,0.54371575,807039.1861,230769.7482,,,,
1609,0.54257323,797269.5112,228576.6811,,,,
1610,0.54143707,787537.5675,226377.9935,,,,
1611,0.54030357,777841.6231,224175.2244,,,,
1612,0.53916885,768179.9458,221969.913,,,,
1613,0.53802892,758550.8036,219763.5983,,,,
1614,0.53687964,748952.5209,217557.7962,,,,
1615,0.53572,739385.7373,215353.0728,,,,
1616,0.53455335,729854.177,213148.7284,,,,
1617,0.53338353,720361.778,210943.9758,,,,
1618,0.53221456,710912.4784,208738.0277,,,,
1619,0.53105065,701510.2163,206530.0967,,,,
1620,0.52989623,692158.9296,204319.3955,,,,
1621,0.52875595,682862.5565,202105.1368,,,,
1622,0.52763445,673624.7593,199886.5611,,,,
1623,0.52653248,664444.4844,197663.3835,,,,
1624,0.52544731,655316.7186,195435.7177,,,,
1625,0.52437595,646236.3263,193203.6896,,,,
1626,0.52331523,637198.1716,190967.4254,,,,
1627,0.52226179,628197.1186,188727.051,,,,
1628,0.52121208,619228.0316,186482.6925,,,,
1629,0.52016234,610285.7747,184234.4759,,,,
1630,0.51910935,601366.1303,181982.4958,,,,
1631,0.51805506,592471.5082,179726.6202,,,,
1632,0.51700399,583607.2273,177466.6176,,,,
1633,0.51596091,574778.6194,175202.2559,,,,
1634,0.5149309,565991.016,172933.3032,,,,
1635,0.51391934,557249.7487,170659.5275,,,,
1636,0.51293195,548560.149,168380.6968,,,,
1637,0.5119748,539927.5465,166096.5789,,,,
1638,0.51105327,531355.2878,163806.7268,,,,
1639,0.51017007,522841.0845,161510.0827,,,,
1640,0.50932745,514381.6535,159205.4812,,,,
1641,0.50852783,505973.7116,156891.7568,,,,
1642,0.5077737,497613.9758,154567.7441,,,,
1643,0.50706773,489299.1631,152232.2775,,,,
1644,0.50641271,481025.9902,149884.1917,,,,
1645,0.5058115,472790.9682,147522.2982,,,,
1646,0.50526418,464585.734,145144.8688,,,,
1647,0.50476777,456396.9743,142749.6269,,,,
1648,0.50431892,448211.1545,140334.2713,,,,
1649,0.50391398,440014.7401,137896.5007,,,,
1650,0.50354905,431794.1966,135434.014,,,,
1651,0.50321991,423535.9894,132944.5099,,,,
1652,0.50292202,415226.584,130425.6874,,,,
1653,0.50265231,406852.0066,127874.5591,,,,
1654,0.5024164,398396.2268,125284.9261,,,,
1655,0.50222299,389842.6133,122649.6505,,,,
1656,0.50208165,381174.5344,119961.5944,,,,
1657,0.50200286,372375.3587,117213.6198,,,,
1658,0.50199826,363428.4546,114398.5885,,,,
1659,0.50208089,354317.1905,111509.3627,,,,
1660,0.50226501,345025.2706,108539.0207,,,,
1661,0.50255532,335544.8999,105486.1216,,,,
1662,0.50294497,325877.242,102354.9997,,,,
1663,0.50342603,316023.8877,99150.26516,,,,
1664,0.50398987,305986.4277,95876.52785,,,,
1665,0.50462694,295766.4529,92538.39775,,,,
1666,0.50532656,285365.5541,89140.48482,,,,
1667,0.50607657,274785.3292,85687.40059,,,,
1668,0.50686838,264038.369,82186.15469,,,,
1669,0.50770878,253170.4298,78650.99178,,,,
1670,0.50860863,242233.4974,75097.5155,,,,
1671,0.50958024,231279.5577,71541.32952,,,,
1672,0.51063756,220360.5964,67998.03749,,,,
1673,0.51179644,209528.5995,64483.24307,,,,
1674,0.51307486,198835.5527,61012.54992,,,,
1675,0.51449128,188331.475,57601.21231,,,,
1676,0.5160513,178051.6831,54261.87298,,,,
1677,0.51775228,168024.8388,51005.99253,,,,
1678,0.51958807,158279.5712,47845.02578,,,,
1679,0.52154761,148844.5092,44790.42751,,,,
1680,0.52361311,139748.2818,41853.65253,,,,
1681,0.52575772,131019.5181,39046.15563,,,,
1682,0.52794403,122685.7574,36378.94621,,,,
1683,0.53014452,114757.5176,33856.07613,,,,
1684,0.532343,107231.8364,31476.08723,,,,
1685,0.53451912,100105.3823,29237.37042,,,,
1686,0.53664689,93374.82368,27138.31663,,,,
1687,0.53869362,87036.82912,25177.31675,,,,
1688,0.5406187,81088.06706,23352.76172,,,,
1689,0.54237378,75524.9521,21662.90414,,,,
1690,0.54393724,70337.39007,20102.45072,,,,
1691,0.54533062,65508.38267,18662.34696,,,,
1692,0.54659378,61020.59862,17333.3569,,,,
1693,0.54778741,56856.70662,16106.24462,,,,
1694,0.54899748,52999.37538,14971.77416,,,,
1695,0.55034043,49431.2736,13920.70959,,,,
1696,0.55196427,46135.11984,12943.9666,,,,
1697,0.5539235,43094.98803,12036.58425,,,,
1698,0.5561218,40296.43491,11198.11242,,,,
1699,0.55841553,37725.09257,10428.33035,,,,
1700,0.56061354,35366.59311,9727.017265,,,,
