Batch Number,B2500391,,,,,,,
Category,Pet Food,,,,,,,
Specie,Dog,,,,,,,
Family,Healthcare,,,,,,,
Brand,PETFLAKES,,,,,,,
Product Code,DDF040003,,,,,,,
Product name, PETFLAKES Performance - Puppy ,,,,,,,
NIR-Code,M20260202-00085,,,,,,,
FileTitle:,IAS_Spectrum,,,,,,,
Head:,Reference,Sample,,,,,,
System Temp hundredths:,2496,2507,,,,,,
Detector Temp hundredths:,0,0,,,,,,
Humidity hundredths:,5197,5197,,,,,,
Lamp PD:,92,94,,,,,,
Tec Temp:,0,,,,,,,
Product SN:,8B6YK9LO,,,,,,,
Serial Number:,5B25203,,,,,,,
Scan Config Name:,IAS5100,,,,,,,
Scan Config Type:,2,,,,,,,
Start wavelength in nm:,900,,,,,,,
End wavelength in nm:,1700,,,,,,,
Pattern Pixel Width:,13,,,,,,,
Exposure Time:,0,,,,,,,
Measurement points:,105,,,,,,,
Number of Measurement points:,801,,,,,,,
Num Repeats:,90,90,,,,,,
PGA Gain:,64,64,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,
1199,0.28410052,2200864.204,1144175.713,,,,,
1200,0.2845827,2206747.757,1145961.412,,,,,
1201,0.28500316,2212707.479,1147944.373,,,,,
1202,0.28535903,2218739.125,1150130.752,,,,,
1203,0.28564748,2224838.45,1152526.707,,,,,
1204,0.28586579,2231001.21,1155138.397,,,,,
1205,0.28601126,2237223.16,1157971.978,,,,,
1206,0.28608129,2243500.056,1161033.607,,,,,
1207,0.28607337,2249827.652,1164329.443,,,,,
1208,0.28598506,2256201.769,1167865.618,,,,,
1209,0.28581454,2262619.745,1171647.662,,,,,
1210,0.28556059,2269080.476,1175680.489,,,,,
1211,0.28522207,2275582.925,1179968.986,,,,,
1212,0.28479795,2282126.058,1184518.04,,,,,
1213,0.28428725,2288708.84,1189332.537,,,,,
1214,0.28368907,2295330.235,1194417.363,,,,,
1215,0.2830026,2301989.208,1199777.406,,,,,
1216,0.28222712,2308684.723,1205417.552,,,,,
1217,0.28136197,2315415.73,1211342.659,,,,,
1218,0.28040941,2322174.776,1217546.309,,,,,
1219,0.2793788,2328938.298,1223993.704,,,,,
1220,0.27828036,2335680.238,1230645.651,,,,,
1221,0.27712413,2342374.54,1237462.958,,,,,
1222,0.27591987,2348995.145,1244406.43,,,,,
1223,0.27467711,2355515.997,1251436.876,,,,,
1224,0.2734051,2361911.037,1258515.102,,,,,
1225,0.27211286,2368154.207,1265601.914,,,,,
1226,0.27080911,2374219.452,1272658.121,,,,,
1227,0.26950212,2380082.968,1279646.392,,,,,
1228,0.26819865,2385734.235,1286540.364,,,,,
1229,0.2669048,2391167.574,1293317.672,,,,,
1230,0.26562656,2396377.315,1299955.957,,,,,
1231,0.26436978,2401357.785,1306432.86,,,,,
1232,0.26314018,2406103.314,1312726.023,,,,,
1233,0.26194339,2410608.23,1318813.087,,,,,
1234,0.26078494,2414866.861,1324671.693,,,,,
1235,0.25967027,2418873.536,1330279.483,,,,,
1236,0.25860445,2422627.124,1335617.59,,,,,
1237,0.25758829,2426186.058,1340712.987,,,,,
1238,0.25661982,2429650.69,1345624.904,,,,,
1239,0.25569724,2433122.249,1350413.245,,,,,
1240,0.25481892,2436701.962,1355137.912,,,,,
1241,0.2539834,2440491.056,1359858.809,,,,,
1242,0.25318939,2444590.759,1364635.84,,,,,
1243,0.25243572,2449102.298,1369528.907,,,,,
1244,0.25172134,2454126.901,1374597.913,,,,,
1245,0.25104527,2459763.311,1379901.37,,,,,
1246,0.25040662,2466032.87,1385454.427,,,,,
1247,0.24980437,2472866.25,1391221.433,,,,,
1248,0.24923743,2480188.959,1397163.847,,,,,
1249,0.24870462,2487926.507,1403243.128,,,,,
1250,0.24820469,2496004.403,1409420.734,,,,,
1251,0.24773632,2504348.158,1415658.124,,,,,
1252,0.24729814,2512883.28,1421916.756,,,,,
1253,0.24688876,2521535.279,1428158.09,,,,,
1254,0.24650675,2530229.873,1434343.695,,,,,
1255,0.2461508,2538910.835,1440444.885,,,,,
1256,0.24581989,2547553.708,1446450.113,,,,,
1257,0.24551301,2556137.258,1452349.571,,,,,
1258,0.24522918,2564640.254,1458133.454,,,,,
1259,0.24496743,2573041.466,1463791.954,,,,,
1260,0.2447268,2581319.661,1469315.267,,,,,
1261,0.24450634,2589453.607,1474693.586,,,,,
1262,0.24430514,2597422.074,1479917.103,,,,,
1263,0.24412227,2605203.856,1484976.032,,,,,
1264,0.24395645,2612785.66,1489866.44,,,,,
1265,0.24380547,2620173.291,1494598.519,,,,,
1266,0.24366703,2627375.379,1499184.55,,,,,
1267,0.24353886,2634400.552,1503636.816,,,,,
1268,0.24341872,2641257.439,1507967.598,,,,,
1269,0.24330442,2647954.668,1512189.176,,,,,
1270,0.24319377,2654500.868,1516313.832,,,,,
1271,0.24308464,2660904.667,1520353.848,,,,,
1272,0.24297489,2667174.693,1524321.503,,,,,
1273,0.24286286,2673318.62,1528226.989,,,,,
1274,0.24274823,2679341.241,1532074.199,,,,,
1275,0.24263093,2685246.811,1535865.845,,,,,
1276,0.24251087,2691039.584,1539604.64,,,,,
1277,0.242388,2696723.815,1543293.296,,,,,
1278,0.24226223,2702303.757,1546934.526,,,,,
1279,0.2421335,2707783.665,1550531.041,,,,,
1280,0.24200173,2713167.793,1554085.553,,,,,
1281,0.24186686,2718460.396,1557600.776,,,,,
1282,0.24172897,2723665.327,1561078.612,,,,,
1283,0.24158871,2728785.079,1564518.206,,,,,
1284,0.24144683,2733821.849,1567918.112,,,,,
1285,0.24130408,2738777.838,1571276.886,,,,,
1286,0.2411612,2743655.244,1574593.083,,,,,
1287,0.24101892,2748456.269,1577865.258,,,,,
1288,0.24087796,2753183.111,1581091.966,,,,,
1289,0.24073906,2757837.969,1584271.762,,,,,
1290,0.24060294,2762423.043,1587403.202,,,,,
1291,0.24047032,2766939.419,1590484.091,,,,,
1292,0.24034206,2771384.267,1593509.609,,,,,
1293,0.24021901,2775753.903,1596474.359,,,,,
1294,0.24010202,2780044.638,1599372.943,,,,,
1295,0.23999195,2784252.788,1602199.963,,,,,
1296,0.23988962,2788374.665,1604950.021,,,,,
1297,0.23979587,2792406.584,1607617.721,,,,,
1298,0.23971154,2796344.857,1610197.666,,,,,
1299,0.23963745,2800185.798,1612684.456,,,,,
1300,0.23957445,2803925.158,1615072.292,,,,,
1301,0.23952346,2807556.838,1617354.051,,,,,
1302,0.23948539,2811074.359,1619522.337,,,,,
1303,0.23946118,2814471.239,1621569.753,,,,,
1304,0.23945175,2817741.001,1623488.903,,,,,
1305,0.23945802,2820877.164,1625272.392,,,,,
1306,0.23948092,2823873.248,1626912.823,,,,,
1307,0.23952138,2826722.775,1628402.802,,,,,
1308,0.23958033,2829419.264,1629734.932,,,,,
1309,0.23965852,2831957.155,1630903.087,,,,,
1310,0.23975615,2834333.478,1631904.724,,,,,
1311,0.23987331,2836545.722,1632737.934,,,,,
