Batch Number,B2600091,,,,,,,,,,,,,,,,,
Category,Poultry,,,,,,,,,,,,,,,,,
Specie,Chicken,,,,,,,,,,,,,,,,,
Family,Layer Baladi,,,,,,,,,,,,,,,,,
Brand,FARMFLAKES,,,,,,,,,,,,,,,,,
Product Code,PPEP250402,,,,,,,,,,,,,,,,,
Product name,CHICKEN FEED - BALADI PRODUCTION 2,,,,,,,,,,,,,,,,,
NIR-Code,D20260214-00107,,,,,,,,,,,,,,,,,
FileTitle:,IAS_Spectrum,,,,,,,,,,,,,,,,,
Head:,Reference,Sample,,,,,,,,,,,,,,,,
System Temp hundredths:,2371,2509,,,,,,,,,,,,,,,,
Detector Temp hundredths:,0,0,,,,,,,,,,,,,,,,
Humidity hundredths:,5424,4863,,,,,,,,,,,,,,,,
Lamp PD:,93,93,,,,,,,,,,,,,,,,
Tec Temp:,0,,,,,,,,,,,,,,,,,
Product SN:,8B6YK9LO,,,,,,,,,,,,,,,,,
Serial Number:,5B25203,,,,,,,,,,,,,,,,,
Scan Config Name:,IAS5100,,,,,,,,,,,,,,,,,
Scan Config Type:,2,,,,,,,,,,,,,,,,,
Start wavelength in nm:,900,,,,,,,,,,,,,,,,,
End wavelength in nm:,1700,,,,,,,,,,,,,,,,,
Pattern Pixel Width:,11,,,,,,,,,,,,,,,,,
Exposure Time:,0,,,,,,,,,,,,,,,,,
Measurement points:,420,,,,,,,,,,,,,,,,,
Number of Measurement points:,801,,,,,,,,,,,,,,,,,
Num Repeats:,90,90,,,,,,,,,,,,,,,,
PGA Gain:,64,64,,,,,,,,,,,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,,,,,,,,,,,
1498,0.34932401,1657972.564,741742.7822,,,,,,,,,,,,,,,
1499,0.34865817,1648582.67,738673.5677,,,,,,,,,,,,,,,
1500,0.34799354,1635106.459,733757.3939,,,,,,,,,,,,,,,
1501,0.34732482,1622523.715,729232.8602,,,,,,,,,,,,,,,
1502,0.34665432,1615937.724,727394.9842,,,,,,,,,,,,,,,
1503,0.34596601,1611857.032,726708.9541,,,,,,,,,,,,,,,
1504,0.34523521,1604488.732,724605.2313,,,,,,,,,,,,,,,
1505,0.34449172,1593420.412,720839.638,,,,,,,,,,,,,,,
1506,0.34379065,1580844.371,716305.7971,,,,,,,,,,,,,,,
1507,0.3431191,1569671.355,712343.7697,,,,,,,,,,,,,,,
1508,0.34242501,1562984.455,710443.6763,,,,,,,,,,,,,,,
1509,0.34170009,1559318.273,709961.2961,,,,,,,,,,,,,,,
1510,0.34096487,1553571.336,708543.1929,,,,,,,,,,,,,,,
1511,0.34023638,1544419.403,705551.7423,,,,,,,,,,,,,,,
1512,0.33953642,1534727.733,702255.1327,,,,,,,,,,,,,,,
1513,0.33886477,1526120.775,699397.6015,,,,,,,,,,,,,,,
1514,0.33818343,1518167.172,696844.9605,,,,,,,,,,,,,,,
1515,0.33747712,1509704.835,694088.6215,,,,,,,,,,,,,,,
1516,0.33677787,1498519.735,690056.4211,,,,,,,,,,,,,,,
1517,0.33610246,1484542.34,684683.9129,,,,,,,,,,,,,,,
1518,0.33542906,1473136.467,680477.7367,,,,,,,,,,,,,,,
1519,0.33474955,1467780.403,679065.2873,,,,,,,,,,,,,,,
1520,0.33408947,1463447.09,678090.338,,,,,,,,,,,,,,,
1521,0.33346383,1454791.69,675051.6204,,,,,,,,,,,,,,,
1522,0.33285502,1442156.625,670127.4564,,,,,,,,,,,,,,,
1523,0.33224394,1427693.605,664341.0316,,,,,,,,,,,,,,,
1524,0.33163603,1415338.331,659514.3277,,,,,,,,,,,,,,,
1525,0.3310482,1408697.893,657309.1335,,,,,,,,,,,,,,,
1526,0.33047835,1404572.663,656244.7843,,,,,,,,,,,,,,,
1527,0.32991031,1397352.54,653725.8787,,,,,,,,,,,,,,,
1528,0.32935659,1387128.478,649770.665,,,,,,,,,,,,,,,
1529,0.32884907,1377010.042,645785.1221,,,,,,,,,,,,,,,
1530,0.32837359,1367734.547,642137.789,,,,,,,,,,,,,,,
1531,0.32788173,1358388.009,638472.3652,,,,,,,,,,,,,,,
1532,0.32736632,1348789.041,634713.4632,,,,,,,,,,,,,,,
1533,0.32685855,1339414.341,631039.2785,,,,,,,,,,,,,,,
1534,0.32637896,1330414.979,627491.9572,,,,,,,,,,,,,,,
1535,0.32593379,1321564.376,623956.8176,,,,,,,,,,,,,,,
1536,0.32552013,1312537.064,620285.2393,,,,,,,,,,,,,,,
1537,0.32512371,1302908.896,616297.4087,,,,,,,,,,,,,,,
1538,0.32473424,1292768.303,612049.3654,,,,,,,,,,,,,,,
1539,0.32435067,1283042.567,607981.5471,,,,,,,,,,,,,,,
1540,0.32396767,1274121.376,604286.8407,,,,,,,,,,,,,,,
1541,0.32356751,1265175.921,600597.3397,,,,,,,,,,,,,,,
1542,0.3231431,1255651.867,596658.9362,,,,,,,,,,,,,,,
1543,0.32272005,1246009.293,592654.0103,,,,,,,,,,,,,,,
1544,0.32232485,1236687.019,588755.4616,,,,,,,,,,,,,,,
1545,0.32196846,1227613.857,584915.7603,,,,,,,,,,,,,,,
1546,0.32165098,1218720.321,581102.9366,,,,,,,,,,,,,,,
1547,0.32134382,1210283.144,577488.2714,,,,,,,,,,,,,,,
1548,0.32102115,1202241.325,574077.4687,,,,,,,,,,,,,,,
1549,0.32069905,1192706.561,569947.1112,,,,,,,,,,,,,,,
1550,0.32039706,1180195.575,564360.9113,,,,,,,,,,,,,,,
1551,0.32009964,1168035.894,558928.8814,,,,,,,,,,,,,,,
1552,0.31978803,1160169.249,555563.0085,,,,,,,,,,,,,,,
1553,0.31947676,1154310.512,553153.7902,,,,,,,,,,,,,,,
1554,0.31918514,1146231.832,549651.3832,,,,,,,,,,,,,,,
1555,0.31889775,1135583.045,544905.4452,,,,,,,,,,,,,,,
1556,0.31858833,1123887.122,539677.5629,,,,,,,,,,,,,,,
1557,0.31826791,1113374.823,535024.2796,,,,,,,,,,,,,,,
1558,0.31796795,1106304.651,531994.0721,,,,,,,,,,,,,,,
1559,0.31769406,1101088.267,529819.6628,,,,,,,,,,,,,,,
1560,0.31743207,1094008.047,526730.4749,,,,,,,,,,,,,,,
1561,0.317174,1084808.272,522611.5332,,,,,,,,,,,,,,,
1562,0.31692008,1075630.138,518492.9818,,,,,,,,,,,,,,,
1563,0.31668161,1067278.492,514749.7597,,,,,,,,,,,,,,,
1564,0.31647548,1059400.655,511192.8323,,,,,,,,,,,,,,,
1565,0.31627355,1050847.563,507301.5254,,,,,,,,,,,,,,,
1566,0.316007,1039909.152,502329.1776,,,,,,,,,,,,,,,
1567,0.31566724,1027922.642,496927.6866,,,,,,,,,,,,,,,
1568,0.3153148,1019180.613,493101.5312,,,,,,,,,,,,,,,
1569,0.31499296,1013865.863,490893.7896,,,,,,,,,,,,,,,
1570,0.31471195,1007478.183,488116.7374,,,,,,,,,,,,,,,
1571,0.31445251,997874.6953,483752.8068,,,,,,,,,,,,,,,
1572,0.31416608,986149.4099,478383.997,,,,,,,,,,,,,,,
1573,0.31383481,974386.7091,473038.5606,,,,,,,,,,,,,,,
1574,0.31348831,965682.13,469186.9043,,,,,,,,,,,,,,,
1575,0.31314969,960272.5821,466922.5346,,,,,,,,,,,,,,,
1576,0.31281854,954136.6457,464292.8883,,,,,,,,,,,,,,,
1577,0.31247755,945412.5797,460409.0205,,,,,,,,,,,,,,,
1578,0.31209327,936175.227,456314.0897,,,,,,,,,,,,,,,
1579,0.31165231,927689.346,452637.2198,,,,,,,,,,,,,,,
1580,0.31117465,919264.9965,449020.4005,,,,,,,,,,,,,,,
1581,0.31067452,910493.5071,445248.3623,,,,,,,,,,,,,,,
1582,0.3101518,901809.6866,441532.9291,,,,,,,,,,,,,,,
1583,0.30962326,893498.7727,437996.5656,,,,,,,,,,,,,,,
1584,0.30913929,885394.7709,434507.882,,,,,,,,,,,,,,,
1585,0.30869426,877216.0375,430935.5307,,,,,,,,,,,,,,,
1586,0.30816037,868553.9024,427205.0823,,,,,,,,,,,,,,,
1587,0.30748509,859377.5727,423349.3772,,,,,,,,,,,,,,,
1588,0.30681182,850462.0705,419607.3888,,,,,,,,,,,,,,,
1589,0.30622034,842189.341,416092.03,,,,,,,,,,,,,,,
1590,0.30558927,833900.8344,412596.1185,,,,,,,,,,,,,,,
1591,0.30484331,825187.2286,408986.6983,,,,,,,,,,,,,,,
1592,0.3040751,816462.3792,405378.8394,,,,,,,,,,,,,,,
1593,0.30334351,808015.8445,401861.47,,,,,,,,,,,,,,,
1594,0.30257552,799632.8328,398396.1203,,,,,,,,,,,,,,,
1595,0.30175105,791247.6545,394967.5258,,,,,,,,,,,,,,,
1596,0.30101292,783262.6576,391646.7247,,,,,,,,,,,,,,,
1597,0.30041152,775479.7681,388292.455,,,,,,,,,,,,,,,
1598,0.29973343,766272.0322,384281.5627,,,,,,,,,,,,,,,
1599,0.2988514,755357.2481,379577.968,,,,,,,,,,,,,,,
1600,0.29792845,745710.9378,375527.7776,,,,,,,,,,,,,,,
1601,0.29709513,738763.2326,372743.5587,,,,,,,,,,,,,,,
1602,0.29629338,731869.3019,369947.5446,,,,,,,,,,,,,,,
1603,0.29546549,723149.9196,366237.5324,,,,,,,,,,,,,,,
1604,0.29462674,713283.3299,361938.9563,,,,,,,,,,,,,,,
1605,0.29377721,703460.4716,357653.5114,,,,,,,,,,,,,,,
1606,0.29286665,695255.9208,354224.0541,,,,,,,,,,,,,,,
1607,0.29189693,688928.2814,351784.8135,,,,,,,,,,,,,,,
1608,0.29096236,682281.4231,349141.2669,,,,,,,,,,,,,,,
1609,0.29009718,674158.4098,345672.459,,,,,,,,,,,,,,,
1610,0.28923059,665611.0094,341971.491,,,,,,,,,,,,,,,
1611,0.28833109,657444.0439,338475.8659,,,,,,,,,,,,,,,
1612,0.28744275,649718.5177,335183.3959,,,,,,,,,,,,,,,
1613,0.28659568,641903.9561,331798.4617,,,,,,,,,,,,,,,
1614,0.28578378,632745.3401,327676.4069,,,,,,,,,,,,,,,
1615,0.2849772,622728.5313,323088.5451,,,,,,,,,,,,,,,
1616,0.2841316,614656.7405,319522.2043,,,,,,,,,,,,,,,
1617,0.2832292,608779.4456,317125.2214,,,,,,,,,,,,,,,
1618,0.28226847,602142.4544,314362.5343,,,,,,,,,,,,,,,
1619,0.28131696,593518.9858,310540.0802,,,,,,,,,,,,,,,
1620,0.28052622,583779.4784,306000.8304,,,,,,,,,,,,,,,
1621,0.27984841,574398.9098,301554.072,,,,,,,,,,,,,,,
1622,0.2790435,567187.2346,298320.3983,,,,,,,,,,,,,,,
1623,0.27811742,561494.9677,295956.8871,,,,,,,,,,,,,,,
1624,0.27727118,554765.1904,292980.0332,,,,,,,,,,,,,,,
1625,0.27650485,546767.9333,289266.5269,,,,,,,,,,,,,,,
1626,0.27568667,538909.0612,285646.4389,,,,,,,,,,,,,,,
1627,0.27483909,531452.5657,282244.4556,,,,,,,,,,,,,,,
1628,0.27406504,523967.4735,278765.6693,,,,,,,,,,,,,,,
1629,0.27329452,516392.6511,275223.5117,,,,,,,,,,,,,,,
1630,0.2723939,508864.001,271773.9517,,,,,,,,,,,,,,,
1631,0.27147562,501490.219,268402.6765,,,,,,,,,,,,,,,
1632,0.27071773,494301.2386,265017.1422,,,,,,,,,,,,,,,
1633,0.26999446,486944.7931,261508.1721,,,,,,,,,,,,,,,
1634,0.26913601,479111.6249,257810.5588,,,,,,,,,,,,,,,
1635,0.2683332,471323.18,254088.8437,,,,,,,,,,,,,,,
1636,0.26777762,464090.7316,250510.1184,,,,,,,,,,,,,,,
1637,0.26721892,457018.2804,247010.0666,,,,,,,,,,,,,,,
1638,0.26644605,449728.2561,243502.8912,,,,,,,,,,,,,,,
1639,0.26569915,442480.847,239991.2068,,,,,,,,,,,,,,,
1640,0.2651492,435459.0939,236482.0392,,,,,,,,,,,,,,,
1641,0.2646006,428429.1982,232958.4441,,,,,,,,,,,,,,,
1642,0.26392599,421348.9979,229464.7477,,,,,,,,,,,,,,,
1643,0.26322106,414585.3888,226148.0967,,,,,,,,,,,,,,,
1644,0.2625433,407886.5263,222841.4918,,,,,,,,,,,,,,,
1645,0.26186018,400189.9656,218980.7866,,,,,,,,,,,,,,,
1646,0.26121374,391903.2578,214765.8032,,,,,,,,,,,,,,,
1647,0.26073429,384848.1587,211132.5182,,,,,,,,,,,,,,,
1648,0.26035596,378823.7691,208008.5876,,,,,,,,,,,,,,,
1649,0.2598598,372167.87,204587.4919,,,,,,,,,,,,,,,
1650,0.25926207,364645.6934,200728.4901,,,,,,,,,,,,,,,
1651,0.25871517,356872.0098,196696.8104,,,,,,,,,,,,,,,
1652,0.25826453,349532.7727,192851.6551,,,,,,,,,,,,,,,
1653,0.25790327,343065.2861,189440.7923,,,,,,,,,,,,,,,
1654,0.25759276,336623.9262,186016.8223,,,,,,,,,,,,,,,
1655,0.25728559,329379.1801,182142.1903,,,,,,,,,,,,,,,
1656,0.25695375,321758.2881,178063.9469,,,,,,,,,,,,,,,
1657,0.25658524,314203.6183,174030.7291,,,,,,,,,,,,,,,
1658,0.25619452,306632.0324,169989.8523,,,,,,,,,,,,,,,
1659,0.25585028,298788.8001,165773.0915,,,,,,,,,,,,,,,
1660,0.25569399,290292.3587,161117.0935,,,,,,,,,,,,,,,
1661,0.25558591,281460.3776,156254.0756,,,,,,,,,,,,,,,
1662,0.2550964,273264.929,151875.4229,,,,,,,,,,,,,,,
1663,0.25452204,265411.3655,147705.775,,,,,,,,,,,,,,,
1664,0.2546183,256799.9278,142881.6965,,,,,,,,,,,,,,,
1665,0.25494963,247360.4082,137524.6538,,,,,,,,,,,,,,,
1666,0.25466309,237558.2167,132162.1116,,,,,,,,,,,,,,,
1667,0.25428212,228025.1873,126969.8767,,,,,,,,,,,,,,,
1668,0.2544675,219095.825,121945.7319,,,,,,,,,,,,,,,
1669,0.25461363,210061.4547,116877.9925,,,,,,,,,,,,,,,
1670,0.25432439,200495.8779,111630.0344,,,,,,,,,,,,,,,
1671,0.25427118,190864.3524,106280.5132,,,,,,,,,,,,,,,
1672,0.25470009,181430.0579,100927.415,,,,,,,,,,,,,,,
1673,0.25507043,172107.1131,95659.56203,,,,,,,,,,,,,,,
1674,0.2552576,162912.724,90510.1759,,,,,,,,,,,,,,,
1675,0.25556336,153950.2971,85470.68288,,,,,,,,,,,,,,,
1676,0.25626668,145280.4712,80526.82228,,,,,,,,,,,,,,,
1677,0.25746997,136907.1432,75675.64685,,,,,,,,,,,,,,,
1678,0.25844436,128682.8489,70970.24496,,,,,,,,,,,,,,,
1679,0.25864123,120572.0493,66466.89821,,,,,,,,,,,,,,,
1680,0.25890531,112889.7156,62194.08276,,,,,,,,,,,,,,,
1681,0.259813,105746.2474,58136.9128,,,,,,,,,,,,,,,
1682,0.26101689,98917.26027,54231.94643,,,,,,,,,,,,,,,
1683,0.26226281,92362.64582,50493.27625,,,,,,,,,,,,,,,
1684,0.26344654,86191.66032,46991.43522,,,,,,,,,,,,,,,
1685,0.26436892,80398.28281,43739.9065,,,,,,,,,,,,,,,
1686,0.26501031,74952.4566,40716.98064,,,,,,,,,,,,,,,
1687,0.26641731,69933.19241,37867.44821,,,,,,,,,,,,,,,
1688,0.26891467,65335.40893,35174.98646,,,,,,,,,,,,,,,
1689,0.27024343,60946.56103,32711.90023,,,,,,,,,,,,,,,
1690,0.26992363,56742.78426,30478.03868,,,,,,,,,,,,,,,
1691,0.27027194,52900.79426,28391.62494,,,,,,,,,,,,,,,
1692,0.27118528,49351.41113,26431.04236,,,,,,,,,,,,,,,
1693,0.27112777,45936.79003,24605.53823,,,,,,,,,,,,,,,
1694,0.27115847,42754.49646,22899.35901,,,,,,,,,,,,,,,
1695,0.27228325,39889.8082,21309.76703,,,,,,,,,,,,,,,
1696,0.27275069,37246.68838,19876.36577,,,,,,,,,,,,,,,
1697,0.27226114,34812.59644,18598.38665,,,,,,,,,,,,,,,
1698,0.27291645,32670.76397,17427.81099,,,,,,,,,,,,,,,
1699,0.27380665,30702.69953,16344.43496,,,,,,,,,,,,,,,
1700,0.27277485,28756.8476,15344.98367,,,,,,,,,,,,,,,
